OBJECTID,ID,NAME,ADDRESS,DEPARTMENT,INSTALL_YEAR,PS_14,PS_32,VDRVP_W_S,TOTAL_SITE_SERVERS,MONITOR,EXTERIOR_CAM,INTERIOR_CAM,PTZ_CAM,TOTAL_STATIONARY_CAM,TOTAL_SITE_CAMERA,TOTAL_SITE_CAMERA2,AVAILABLE_CAMERA_PORT,DESCRIPTION,X,Y,LATITUDE,LONGITUDE
525,196,CCTV,5000 block Benning Rd SE,MPD, , , , , , , , , , , , , ,Neighborhood,405934.36490047,134532.84540111,38.878608,-76.931608
526,197,CCTV,5000 block of Call Place SE,MPD, , , , , , , , , , , , , ,Neighborhood,406203.29529883,135158.69070116,38.884244,-76.928503
527,198,CCTV,5100 block Fitch St SE,MPD, , , , , , , , , , , , , ,Neighborhood,406124.82299899,134759.66799915,38.88065,-76.929411
528,57,CCTV- 57,Benning Rd. and East Capitol,DDOT,,,,,,,,,,,,,,DDOT CCTV,405422.2593,135785.1537,38.889886,-76.937566
529,3,River Terrace Elementary School,420 34TH STREET NE,DCPS,2003,0,1,0,1,1,4,10,0,14,31,32,18,DCPS,403660.17049757,136398.66999646,38.89542846,-76.95780755
530,4,Kimball Elementary School,3375 MINNESOTA AVENUE SE,DCPS,2003,0,1,0,1,1,7,7,0,14,20,32,18,DCPS,403681.18049779,135028.21000242,38.88308276,-76.9575727
531,81,Kramer Annex,1700 Q Street SE,DCPS,1999, , , , , ,6,8, , ,14, , , ,401720.71049794,133718.01999988,38.87128607,-76.9801713
532,82,Lewis Elementary School,300 Bryant Street NW,DCPS,2003, , , , , ,2,12, , ,14, , ,DCPS,398648.83049741,139173.32999895,38.92043014,-77.015581
533,83,Logan Center,215 G Street NE,DCPS,2003, , , , , ,9,19, , ,14, , , ,399777.36962469,136742.11962673,38.89852997,-77.00256647
534,5,Marshall Educational Center,3100 FORT LINCOLN DRIVE NE,DCPS,2003,0,1,0,1,1,7,7,0,14,14,32,18,DCPS,403688.39549287,139927.46300244,38.92721691,-76.95746324
535,12,Benning Elementary School,100 41ST STREET NE,DCPS,2004,0,1,0,1,1,4,10,0,14,14,32,18,DCPS,404787.00049476,135910.05999786,38.89102147,-76.94482148
536,13,Ft. Davis Recreation Center,1400 41st ST. SE,DPR, , , , , , ,4,3,0, ,7, , ,DPR,404826.21049957,133596.47000183,38.87017954,-76.94438576
537,14,Kenilworth Elementary School,1300 44TH STREET NE,DCPS,2003,0,1,0,1,1,1,13,0,14,14,32,18,DCPS,405161.97049425,137820.44000414,38.90822873,-76.94048494
538,15,Plummer Elementary School,4601 TEXAS AVENUE SE,DCPS,1999,1,0,0,1,2,2,12,0,14,14,14,0,DCPS,405211.23049758,135490.54000257,38.88723986,-76.93993467
539,16,Smothers Elementary School,4400 BROOKS STREET NE,DCPS,2003,0,1,0,1,1,3,11,0,14,14,32,18,DCPS,405337.95050144,136191.51000156,38.8935537,-76.93846863
540,58,CCTV- 58,Benning Rd. and Minnesota NE,DDOT,,,,,,,,,,,,,,DDOT CCTV,404405.2654,136360.4303,38.895105,-76.94922
541,59,CCTV- 59,Canal Rd. and Foxhall Rd. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,393139.0151,137588.5236,38.906021,-77.079156
542,60,CCTV- 60,Canal Road and Chain Bridge Road NW,DDOT,,,,,,,,,,,,,,DDOT CCTV,390304.7597,140294.879,38.930354,-77.11182
543,17,Davis Elementary School,4430 H STREET SE,DCPS,1999,1,0,0,1,1,2,12,0,14,14,14,0,DCPS,405412.9904924,134583.52999983,38.87906795,-76.9376163
544,142,CCTV,1500 block 1st St SW,MPD, , , , , , , , , , , , , ,Neighborhood,398948.33719959,133787.27469976,38.871911,-77.012119
545,143,CCTV,15th & East Capitol St SE,MPD, , , , , , , , , , , , , ,Neighborhood,401428.79040051,135765.15700106,38.889728,-76.983531
546,144,CCTV,18th & D St NE,MPD, , , , , , , , , , , , , ,Neighborhood,401827.30880046,136315.94889884,38.894689,-76.978936
547,145,CCTV,19th St & Rosedale St NE,MPD, , , , , , , , , , , , , ,Neighborhood,401987.03979885,136567.30930039,38.896953,-76.977094
548,146,CCTV,200 block of K St SW ,MPD, , , , , , , , , , , , , ,Neighborhood,398776.54199883,134513.17769909,38.87845,-77.0141
549,452, 10S,"I-395, CAMERA DIR - SOUTH",DDOT, , , , , , , , , , , , , , ,398760.68263795,135602.26697255,38.88826091,-77.01428474
550,453,3N,"I-395, CAMERA DIR - NORTH",DDOT, , , , , , , , , , , , , , ,398800.35698091,135535.06349202,38.88765557,-77.01382732
551,454,12S,"I-395, CAMERA DIR - SOUTH",DDOT, , , , , , , , , , , , , , ,398823.02803438,135389.32100298,38.8863427,-77.01356576
552,455,Takoma Community Center,300 Van Buren St. NW,DPR, , , , , , ,1,7,0, ,8, , ,DPR,398435.64049706,144552.48000131,38.96888669,-77.01805167
553,456,Harvard Towers,1845 Harvard St NW,DCHA, , , , , , ,8,41, , , , , , ,396251.07999341,140058.04000325,38.92839293,-77.04323548
554,457,Knox Hill,2700 Jasper St SE,DCHA, , , , , , , ,37, , , , , , ,402672.64999531,131606.42999608,38.85226161,-76.96920978
555,458,Potomac Gardens,1225 G Street SE,DCHA, , , , , , ,19, , , , , , , ,400934.82999422,134805.89000253,38.88108722,-76.98922596
556,459,DCHA HQ,1133 North Capitol St NE,DCHA, , , , , , ,5, , , , , , , ,399284.90999769,137468.43999668,38.90507266,-77.00824428
557,460,Evans Middle School,5600 East Capitol St NE,DCPS,1999, , , , , ,7,44, , ,51, , ,DCPS,406885.3404989,135830.53000023,38.8902911,-76.92063526
558,461,Logan Annex,215 G Street NE,DCPS,2003, , , , , ,8,6, , ,14, , , ,399777.36962469,136742.120376,38.89852998,-77.00256647
559,462,Phelps High School,704 26TH Street NE,DCPS,1999, , , , , ,10,79, , ,51, , ,DCPS,402437.63949993,137126.77000013,38.90199169,-76.97189764
560,463,Wheatley Elementary School,1375 Mount Olivet Road NE,DCPS,1999, , , , , , ,14, , ,74, , ,DCPS,401636.15049704,137801.70999878,38.90807364,-76.98113601
561,465,Eaton Elementary School,3301 LOWELL STREET NW,DCPS,2005,0,0,1,1,2,7,18,0,25,25,32,7,DCPS,394293.04049521,140540.29999581,38.93272674,-77.06582113
562,468,1N,"I-395, CAMERA DIR - NORTH",DDOT, , , , , , , , , , , , , , ,398905.61544467,135326.97560411,38.88578118,-77.01261376
563,469,6S,"I-395, CAMERA DIR - SOUTH",DDOT, , , , , , , , , , , , , , ,398767.1600818,136090.90914807,38.89266279,-77.01421096
564,6,Beers Elementary School,3600 ALABAMA AVENUE SE,DCPS,2003,0,1,0,1,1,5,9,0,14,14,32,18,DCPS,403852.9404954,132948.75999543,38.86434951,-76.95560474
